,osgb,nofloors,geometry,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster,interiors,touching,polygon_exposed_wall,polygon_horizontal,bi
1187,52401130230019,2,"POLYGON ((532061.75 165190.45, 532060.75 165202.5, 532064.55 165202.8, 532065.2 165195.2, 532063.7 165195.05, 532064.05 165190.65, 532061.75 165190.45))",False,5.68,0.106762589928057,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532062.905401684,165197.257150017,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0,False,[52401130230028],"LINESTRING (532060.75 165202.5, 532064.55 165202.8, 532065.2 165195.2, 532063.7 165195.05, 532064.05 165190.65, 532061.75 165190.45)","POLYGON ((532061.75 165190.45, 532060.75 165202.5, 532064.55 165202.8, 532065.2 165195.2, 532063.7 165195.05, 532064.05 165190.65, 532061.75 165190.45))",bi_532047-4_165195-12
1188,52401130230020,2,"POLYGON ((531965.05 165195.3, 531957.85 165191.45, 531955.95 165194.9, 531966.15 165200.5, 531967.25 165198.55, 531968.1 165196.95, 531965.05 165195.3))",False,5.94,0.17287713648749,dom3,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531962.044325204,165195.963961402,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,No,Solid Brick,No,Double (post 2002),dom3,False,"[52401130230008, 52401130230044]","MULTILINESTRING ((531957.85 165191.45, 531955.95 165194.9), (531966.15 165200.5, 531967.25 165198.55, 531968.1 165196.95))","POLYGON ((531965.05 165195.3, 531957.85 165191.45, 531955.95 165194.9, 531966.15 165200.5, 531967.25 165198.55, 531968.1 165196.95, 531965.05 165195.3))",bi_531956-39_165202-62
1189,52401130230021,2,"POLYGON ((532115.25 165135.05, 532116 165132.45, 532115.5 165132.3, 532119.5 165118.6, 532111.7 165116.3, 532107.65 165130, 532107.2 165129.9, 532106.45 165132.45, 532115.25 165135.05))",False,7.15,0.153303456217871,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532113.172973822,165125.734544097,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401130230036],"LINESTRING (532115.25 165135.05, 532116 165132.45, 532115.5 165132.3, 532119.5 165118.6, 532111.7 165116.3, 532107.65 165130, 532107.2 165129.9, 532106.45 165132.45)","POLYGON ((532115.25 165135.05, 532116 165132.45, 532115.5 165132.3, 532119.5 165118.6, 532111.7 165116.3, 532107.65 165130, 532107.2 165129.9, 532106.45 165132.45, 532115.25 165135.05))",bi_532110-84_165133-75
1190,52401130230022,2,"POLYGON ((532080.95 165125.15, 532081.5 165124.25, 532075.3 165120.7, 532074.75 165121.6, 532072.2 165126.1, 532078.4 165129.65, 532080.95 165125.15))",False,6.68,0.161752971137521,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532076.837456446,165125.167817804,3.0,dom,E,C,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Solid,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3,False,"[52401130230035, 52401130230059]","MULTILINESTRING ((532080.95 165125.15, 532081.5 165124.25), (532075.3 165120.7, 532074.75 165121.6, 532072.2 165126.1), (532078.4 165129.65, 532080.95 165125.15))","POLYGON ((532080.95 165125.15, 532081.5 165124.25, 532075.3 165120.7, 532074.75 165121.6, 532072.2 165126.1, 532078.4 165129.65, 532080.95 165125.15))",bi_532078-12_165122-92
1191,52401130230023,2,"POLYGON ((532098.1 165175.6, 532095.65 165175, 532095.05 165177.55, 532097.55 165178.05, 532101.6 165179, 532101.25 165180.55, 532109.35 165182.4, 532110.3 165178.4, 532098.1 165175.6))",False,5.3,0.101902541009971,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532103.389753652,165178.653696843,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,[52401130230046],"LINESTRING (532095.65 165175, 532095.05 165177.55, 532097.55 165178.05, 532101.6 165179, 532101.25 165180.55, 532109.35 165182.4, 532110.3 165178.4)","POLYGON ((532098.1 165175.6, 532095.65 165175, 532095.05 165177.55, 532097.55 165178.05, 532101.6 165179, 532101.25 165180.55, 532109.35 165182.4, 532110.3 165178.4, 532098.1 165175.6))",bi_532107-11_165173-62
1192,52401130230024,2,"POLYGON ((532009.6 165198, 532013.2 165198.3, 532013.9 165190.9, 532012.15 165190.75, 532012.55 165186.15, 532010.55 165185.95, 532009.6 165198))",False,5.49,0.142092263460533,dom3,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532011.630579135,165192.891755659,1.0,dom,F,C,Mains Gas,Boiler,Radiators,Other (Smokeless Fuel),Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom3,False,"[52401130230073, 52401130230081]","MULTILINESTRING ((532009.6 165198, 532013.2 165198.3), (532013.9 165190.9, 532012.15 165190.75, 532012.55 165186.15, 532010.55 165185.95))","POLYGON ((532009.6 165198, 532013.2 165198.3, 532013.9 165190.9, 532012.15 165190.75, 532012.55 165186.15, 532010.55 165185.95, 532009.6 165198))",bi_532013-14_165191-83
1193,52401130230025,2,"POLYGON ((531942.45 165248, 531939.25 165247.6, 531929.7 165241.95, 531928 165245, 531937.9 165251.05, 531939.95 165251.1, 531942.45 165248))",False,5.22,0.235762678288431,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531934.874770889,165246.956444534,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom0,False,"[52401130230060, 52401130230062]","MULTILINESTRING ((531929.7 165241.95, 531928 165245), (531937.9 165251.05, 531939.95 165251.1, 531942.45 165248))","POLYGON ((531942.45 165248, 531939.25 165247.6, 531929.7 165241.95, 531928 165245, 531937.9 165251.05, 531939.95 165251.1, 531942.45 165248))",bi_531933-46_165244-42
1194,52401130230026,2,"POLYGON ((532108.25 165187.4, 532096.75 165184.95, 532096.1 165187.8, 532099.9 165188.7, 532099.6 165190, 532107.25 165191.65, 532108.25 165187.4))",False,5.87,0.197906412132499,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532102.506635684,165188.222113177,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,"[52401130230061, 52401130230066]","MULTILINESTRING ((532096.75 165184.95, 532096.1 165187.8, 532099.9 165188.7, 532099.6 165190), (532107.25 165191.65, 532108.25 165187.4))","POLYGON ((532108.25 165187.4, 532096.75 165184.95, 532096.1 165187.8, 532099.9 165188.7, 532099.6 165190, 532107.25 165191.65, 532108.25 165187.4))",bi_532100-65_165194-33
1195,52401130230027,2,"POLYGON ((532085.25 165103.25, 532084.45 165104.55, 532090.6 165108.1, 532096.15 165098.55, 532090 165095, 532085.25 165103.25))",False,6.52,0.128050967654809,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532090.310142009,165101.551675243,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401130230084],"MULTILINESTRING ((532085.25 165103.25, 532084.45 165104.55), (532090.6 165108.1, 532096.15 165098.55, 532090 165095, 532085.25 165103.25))","POLYGON ((532085.25 165103.25, 532084.45 165104.55, 532090.6 165108.1, 532096.15 165098.55, 532090 165095, 532085.25 165103.25))",bi_532088-95_165103-9
1196,52401130230028,2,"POLYGON ((532060.75 165202.5, 532061.75 165190.45, 532059.5 165190.3, 532059.15 165194.7, 532057.35 165194.55, 532056.9 165202.15, 532060.75 165202.5))",False,5.53,0.142309633367967,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532059.433543095,165197.025313084,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom0,False,"[52401130230019, 52401130230054]","MULTILINESTRING ((532061.75 165190.45, 532059.5 165190.3, 532059.15 165194.7, 532057.35 165194.55), (532056.9 165202.15, 532060.75 165202.5))","POLYGON ((532060.75 165202.5, 532061.75 165190.45, 532059.5 165190.3, 532059.15 165194.7, 532057.35 165194.55, 532056.9 165202.15, 532060.75 165202.5))",bi_532047-4_165195-12
1197,52401130230029,2,"POLYGON ((532114.75 165160.8, 532102.15 165157.3, 532101.5 165159.75, 532105.25 165160.75, 532104.9 165162.05, 532112.5 165164.1, 532112.95 165164.35, 532113.25 165163.15, 532114.05 165163.35, 532114.75 165160.8))",False,5.7,0.126872023809523,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532108.373415573,165160.827135387,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,[52401130230005],"LINESTRING (532102.15 165157.3, 532101.5 165159.75, 532105.25 165160.75, 532104.9 165162.05, 532112.5 165164.1, 532112.95 165164.35, 532113.25 165163.15, 532114.05 165163.35, 532114.75 165160.8)","POLYGON ((532114.75 165160.8, 532102.15 165157.3, 532101.5 165159.75, 532105.25 165160.75, 532104.9 165162.05, 532112.5 165164.1, 532112.95 165164.35, 532113.25 165163.15, 532114.05 165163.35, 532114.75 165160.8))",bi_532108-52_165158-88
1198,52401130230030,2,"POLYGON ((532045.35 165201.2, 532049.1 165201.5, 532049.8 165193.9, 532048.2 165193.75, 532048.55 165189.35, 532046.35 165189.15, 532045.35 165201.2))",False,5.2,0.154239130434782,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532047.485703024,165195.995530352,1.0,dom,D,B,Mains Gas,Boiler,Radiators,Electricity,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,"[52401130230018, 52401130230033]","MULTILINESTRING ((532045.35 165201.2, 532049.1 165201.5), (532049.8 165193.9, 532048.2 165193.75, 532048.55 165189.35, 532046.35 165189.15))","POLYGON ((532045.35 165201.2, 532049.1 165201.5, 532049.8 165193.9, 532048.2 165193.75, 532048.55 165189.35, 532046.35 165189.15, 532045.35 165201.2))",bi_532047-4_165195-12
1199,52401130230031,2,"POLYGON ((532078.85 165204.05, 532080.65 165192.4, 532078 165192, 532077.3 165196.35, 532076.25 165196.15, 532075.1 165203.45, 532078.85 165204.05))",False,5.39,0.154484489958242,dom1,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532077.971958462,165198.401781039,1.0,dom,missing,missing,Mains Gas,Boiler,Radiators,missing,missing,missing,missing,No,missing,No,missing,missing,missing,dom1,False,[52401130230053],"LINESTRING (532080.65 165192.4, 532078 165192, 532077.3 165196.35, 532076.25 165196.15, 532075.1 165203.45, 532078.85 165204.05)","POLYGON ((532078.85 165204.05, 532080.65 165192.4, 532078 165192, 532077.3 165196.35, 532076.25 165196.15, 532075.1 165203.45, 532078.85 165204.05))",bi_532079-33_165196-75
1200,52401130230032,2,"POLYGON ((531935.7 165231.3, 531933.85 165234.35, 531943.8 165240.2, 531945 165238.25, 531942.35 165236.7, 531943.05 165235.55, 531935.7 165231.3))",False,5.02,0.0941450869102518,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531939.314948826,165235.617990986,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom0,False,[52401130230050],"LINESTRING (531935.7 165231.3, 531933.85 165234.35, 531943.8 165240.2, 531945 165238.25, 531942.35 165236.7, 531943.05 165235.55)","POLYGON ((531935.7 165231.3, 531933.85 165234.35, 531943.8 165240.2, 531945 165238.25, 531942.35 165236.7, 531943.05 165235.55, 531935.7 165231.3))",bi_531941-77_165230-55
1201,52401130230033,2,"POLYGON ((532042.1 165193.25, 532041.5 165200.9, 532045.35 165201.2, 532046.35 165189.15, 532043.75 165188.95, 532043.4 165193.35, 532042.1 165193.25))",False,5.22,0.169572227948755,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532044.050713636,165195.557624747,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0,False,"[52401130230030, 52401130230055]","MULTILINESTRING ((532041.5 165200.9, 532045.35 165201.2), (532046.35 165189.15, 532043.75 165188.95, 532043.4 165193.35, 532042.1 165193.25))","POLYGON ((532042.1 165193.25, 532041.5 165200.9, 532045.35 165201.2, 532046.35 165189.15, 532043.75 165188.95, 532043.4 165193.35, 532042.1 165193.25))",bi_532047-4_165195-12
1202,52401130230034,2,"POLYGON ((531948.3 165208.95, 531949.7 165209.72, 531958.5 165214.6, 531959.75 165212.4, 531956.65 165210.65, 531957.4 165209.35, 531952 165206.43, 531950.2 165205.45, 531948.3 165208.95))",False,6.16,0.173879774072081,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531953.86098645,165209.911403651,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0,False,"[52401130230012, 52401130230064]","MULTILINESTRING ((531958.5 165214.6, 531959.75 165212.4, 531956.65 165210.65, 531957.4 165209.35), (531950.2 165205.45, 531948.3 165208.95))","POLYGON ((531948.3 165208.95, 531949.7 165209.72, 531958.5 165214.6, 531959.75 165212.4, 531956.65 165210.65, 531957.4 165209.35, 531952 165206.43, 531950.2 165205.45, 531948.3 165208.95))",bi_531956-39_165202-62
1203,52401130230035,2,"POLYGON ((532081.5 165124.25, 532084.2 165119.45, 532077.95 165116, 532075.3 165120.7, 532081.5 165124.25))",False,6.63,0.156382788795262,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532079.747954728,165120.106279767,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401130230001, 52401130230022]","MULTILINESTRING ((532081.5 165124.25, 532084.2 165119.45), (532077.95 165116, 532075.3 165120.7))","POLYGON ((532081.5 165124.25, 532084.2 165119.45, 532077.95 165116, 532075.3 165120.7, 532081.5 165124.25))",bi_532078-12_165122-92
1204,52401130230036,2,"POLYGON ((532115.25 165135.05, 532106.45 165132.45, 532105.65 165135.15, 532106.1 165135.2, 532102.15 165148.55, 532110.1 165150.9, 532114.1 165137.35, 532114.5 165137.5, 532115.25 165135.05))",False,6.72,0.125041168844819,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532108.515082489,165141.625006679,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),No,Below (premises),Internal Floor,Solid Brick,No,Double,dom3,False,[52401130230021],"LINESTRING (532106.45 165132.45, 532105.65 165135.15, 532106.1 165135.2, 532102.15 165148.55, 532110.1 165150.9, 532114.1 165137.35, 532114.5 165137.5, 532115.25 165135.05)","POLYGON ((532115.25 165135.05, 532106.45 165132.45, 532105.65 165135.15, 532106.1 165135.2, 532102.15 165148.55, 532110.1 165150.9, 532114.1 165137.35, 532114.5 165137.5, 532115.25 165135.05))",bi_532110-84_165133-75
1205,52401130230037,2,"POLYGON ((532015.5 165154, 532016.15 165160.95, 532021.75 165160.4, 532021 165153.45, 532015.5 165154))",False,6.07,0.150914110507499,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532018.601693619,165157.210267599,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401130230065],"LINESTRING (532016.15 165160.95, 532021.75 165160.4, 532021 165153.45, 532015.5 165154)","POLYGON ((532015.5 165154, 532016.15 165160.95, 532021.75 165160.4, 532021 165153.45, 532015.5 165154))",bi_532010-28_165158-02
1206,52401130230038,2,"POLYGON ((531991.08 165255.61, 531991.57 165246.04, 531986.87 165245.8, 531986.38 165255.37, 531991.08 165255.61))",False,6.52,0.0965918397192161,dom0,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531988.975,165250.705,4.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,Yes,Double,dom0,False,[52401130230082],"MULTILINESTRING ((531991.08 165255.61, 531991.57 165246.04, 531986.87 165245.8), (531986.38 165255.37, 531991.08 165255.61))","POLYGON ((531991.08 165255.61, 531991.57 165246.04, 531986.87 165245.8, 531986.38 165255.37, 531991.08 165255.61))",bi_531979-56_165250-22
1207,52401130230039,2,"POLYGON ((532003.95 165155.15, 532004.7 165162.05, 532010.05 165161.55, 532009.45 165154.6, 532003.95 165155.15))",False,7.13,0.189417128773875,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532007.038204013,165158.320957215,3.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,"[52401130230048, 52401130230065]","MULTILINESTRING ((532004.7 165162.05, 532010.05 165161.55), (532009.45 165154.6, 532003.95 165155.15))","POLYGON ((532003.95 165155.15, 532004.7 165162.05, 532010.05 165161.55, 532009.45 165154.6, 532003.95 165155.15))",bi_532010-28_165158-02
1208,52401130230040,2,"POLYGON ((532062.25 165171.8, 532061.6 165170.55, 532065.25 165168.6, 532061.7 165162.05, 532058.6 165163.7, 532057.55 165163.25, 532056.3 165161.05, 532052.5 165163.1, 532054.25 165166.4, 532052.7 165167.2, 532053.6 165168.9, 532055.15 165168.1, 532058.25 165173.9, 532062.25 165171.8))",False,6.22,0.102837370242214,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532058.719422525,165167.07330633,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (unheated),No,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom3,False,[52401130230076],"MULTILINESTRING ((532062.25 165171.8, 532061.6 165170.55, 532065.25 165168.6), (532061.7 165162.05, 532058.6 165163.7, 532057.55 165163.25, 532056.3 165161.05, 532052.5 165163.1, 532054.25 165166.4, 532052.7 165167.2, 532053.6 165168.9, 532055.15 165168.1, 532058.25 165173.9, 532062.25 165171.8))","POLYGON ((532062.25 165171.8, 532061.6 165170.55, 532065.25 165168.6, 532061.7 165162.05, 532058.6 165163.7, 532057.55 165163.25, 532056.3 165161.05, 532052.5 165163.1, 532054.25 165166.4, 532052.7 165167.2, 532053.6 165168.9, 532055.15 165168.1, 532058.25 165173.9, 532062.25 165171.8))",bi_532063-38_165164-72
1209,52401130230041,2,"POLYGON ((532041.95 165163.85, 532046.65 165167.1, 532050.5 165161.6, 532045.75 165158.25, 532041.95 165163.85))",False,5.56,0.131778397614696,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532046.214798726,165162.689965248,3.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3,False,[52401130230067],"LINESTRING (532041.95 165163.85, 532046.65 165167.1, 532050.5 165161.6, 532045.75 165158.25)","POLYGON ((532041.95 165163.85, 532046.65 165167.1, 532050.5 165161.6, 532045.75 165158.25, 532041.95 165163.85))",bi_532043-86_165161-08
1210,52401130230042,2,"POLYGON ((531988.85 165157.95, 531983.75 165159.95, 531986.35 165166.6, 531991.5 165164.6, 531988.85 165157.95))",False,6.27,0.137863517060367,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531987.61543514,165162.279261084,3.0,dom,C,B,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3,False,[52401130230049],"LINESTRING (531988.85 165157.95, 531983.75 165159.95, 531986.35 165166.6, 531991.5 165164.6)","POLYGON ((531988.85 165157.95, 531983.75 165159.95, 531986.35 165166.6, 531991.5 165164.6, 531988.85 165157.95))",bi_531990-15_165161-3
1211,52401130230043,2,"POLYGON ((532029.65 165159.65, 532029.4 165156.8, 532029.1 165152.85, 532023.7 165153.3, 532024.3 165160.1, 532029.65 165159.65))",False,5.42,0.131383641715727,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532026.681921481,165156.469854392,3.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,[52401130230063],"LINESTRING (532029.1 165152.85, 532023.7 165153.3, 532024.3 165160.1, 532029.65 165159.65)","POLYGON ((532029.65 165159.65, 532029.4 165156.8, 532029.1 165152.85, 532023.7 165153.3, 532024.3 165160.1, 532029.65 165159.65))",bi_532029-51_165156-22
1212,52401130230044,2,"POLYGON ((531968.8 165195.75, 531969.95 165193.7, 531959.7 165188.1, 531957.85 165191.45, 531965.05 165195.3, 531968.1 165196.95, 531968.8 165195.75))",False,5.98,0.158725544275043,dom1,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531963.884289133,165192.536756903,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401130230020, 52401130230074]","MULTILINESTRING ((531968.8 165195.75, 531969.95 165193.7), (531959.7 165188.1, 531957.85 165191.45), (531968.1 165196.95, 531968.8 165195.75))","POLYGON ((531968.8 165195.75, 531969.95 165193.7, 531959.7 165188.1, 531957.85 165191.45, 531965.05 165195.3, 531968.1 165196.95, 531968.8 165195.75))",bi_531956-39_165202-62
1213,52401130230045,2,"POLYGON ((532074.7 165147.25, 532067.95 165147.05, 532067.9 165152.6, 532074.65 165152.7, 532074.7 165147.25))",False,6.19,0.140837497991427,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532071.289775354,165149.899711057,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401130230075],"LINESTRING (532067.95 165147.05, 532067.9 165152.6, 532074.65 165152.7, 532074.7 165147.25)","POLYGON ((532074.7 165147.25, 532067.95 165147.05, 532067.9 165152.6, 532074.65 165152.7, 532074.7 165147.25))",bi_532071-38_165144-25
1214,52401130230046,2,"POLYGON ((532098.5 165173.9, 532096.05 165173.35, 532095.65 165175, 532098.1 165175.6, 532110.3 165178.4, 532111.1 165174.5, 532103.13 165172.67, 532102.85 165174, 532098.7 165173.05, 532098.5 165173.9))",False,6.02,0.213513979193758,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532104.391807895,165175.268732103,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Multiple,dom0,False,"[52401130230007, 52401130230023]","MULTILINESTRING ((532098.5 165173.9, 532096.05 165173.35, 532095.65 165175), (532110.3 165178.4, 532111.1 165174.5), (532103.13 165172.67, 532102.85 165174, 532098.7 165173.05, 532098.5 165173.9))","POLYGON ((532098.5 165173.9, 532096.05 165173.35, 532095.65 165175, 532098.1 165175.6, 532110.3 165178.4, 532111.1 165174.5, 532103.13 165172.67, 532102.85 165174, 532098.7 165173.05, 532098.5 165173.9))",bi_532107-11_165173-62
1215,52401130230047,2,"POLYGON ((532003.05 165185.3, 532001 165185.1, 532000.6 165189.8, 532000 165189.65, 531999.35 165189.55, 531998.6 165196.9, 532000 165197.1, 532002.1 165197.3, 532003.05 165185.3))",False,4.94,0.1095947989114,dom3,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532000.996970292,165191.835700943,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Single,dom3,False,[52401130230056],"LINESTRING (532003.05 165185.3, 532001 165185.1, 532000.6 165189.8, 532000 165189.65, 531999.35 165189.55, 531998.6 165196.9, 532000 165197.1, 532002.1 165197.3)","POLYGON ((532003.05 165185.3, 532001 165185.1, 532000.6 165189.8, 532000 165189.65, 531999.35 165189.55, 531998.6 165196.9, 532000 165197.1, 532002.1 165197.3, 532003.05 165185.3))",bi_532013-14_165191-83
1216,52401130230048,2,"POLYGON ((532003.95 165155.15, 532000 165155.55, 531998.65 165155.65, 531999.8 165162.3, 532000 165162.5, 532004.7 165162.05, 532003.95 165155.15))",False,6.18,0.122480166225916,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532001.779780889,165158.797204248,3.0,dom,D,B,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,[52401130230039],"LINESTRING (532003.95 165155.15, 532000 165155.55, 531998.65 165155.65, 531999.8 165162.3, 532000 165162.5, 532004.7 165162.05)","POLYGON ((532003.95 165155.15, 532000 165155.55, 531998.65 165155.65, 531999.8 165162.3, 532000 165162.5, 532004.7 165162.05, 532003.95 165155.15))",bi_532010-28_165158-02
1217,52401130230049,2,"POLYGON ((531988.85 165157.95, 531991.5 165164.6, 531996.55 165162.65, 531993.95 165156, 531988.85 165157.95))",False,6.57,0.140066768086544,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531992.709567762,165160.295666903,3.0,dom,D,D,Mains Gas,Boiler,Radiators,Electricity,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom0,False,[52401130230042],"LINESTRING (531991.5 165164.6, 531996.55 165162.65, 531993.95 165156, 531988.85 165157.95)","POLYGON ((531988.85 165157.95, 531991.5 165164.6, 531996.55 165162.65, 531993.95 165156, 531988.85 165157.95))",bi_531990-15_165161-3
1218,52401130230050,1,"POLYGON ((531949.15 165234.6, 531937.7 165227.85, 531935.7 165231.3, 531943.05 165235.55, 531947.15 165238, 531949.15 165234.6))",False,4.89,0.215896900594186,dom0,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,531942.417437152,165232.919638027,1.0,dom,D,B,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0,False,"[52401130230015, 52401130230032]","MULTILINESTRING ((531937.7 165227.85, 531935.7 165231.3), (531943.05 165235.55, 531947.15 165238, 531949.15 165234.6))","POLYGON ((531949.15 165234.6, 531937.7 165227.85, 531935.7 165231.3, 531943.05 165235.55, 531947.15 165238, 531949.15 165234.6))",bi_531941-77_165230-55
